DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES,FLETES,SEGURO
USA,AXM,110,45,88974,108082,89
PAN,AXM,21,26,17441,18547,78465123
DEU,BOG,576,4475,52,95,0
DEU,BOG,84,84,525,25,0
DEU,BOG,30,30,114,54,0
DEU,BOG,90,90,313,1326296,23
DEU,BOG,5,5,30,129879,72
DEU,BOG,144,144,768,48,0
DEU,BOG,8,8,37,57,0
DEU,BOG,32,32,33556,142239359,3
DEU,BOG,20,73,3280,8,0
DEU,BOG,50,34,34,4,32750844
DEU,BOG,18,12,36,28023560,64
DEU,BOG,25,17,17,26229781,0
DEU,BOG,30,6,4920,2,0
DEU,BOG,35,24,4,29021984,6
DEU,BOG,20,73,2560,6,0
DEU,BOG,1031,107926,11,2,0
DEU,BOG,2,11612,12,31,0
DEU,BOG,8960,1612,8,8,155999
DEU,BOG,140,8191,68,94,846571856
DEU,BOG,4900,154,882,0,0
DEU,BOG,14400,501,2592,0,0
DEU,BOG,10555,315,1891,8006464,4
DEU,BOG,37203,1239,6639,28097487,69
DEU,BOG,58832,8,15773,66022338,45
DEU,BOG,2825,92,452,72,0
DEU,BOG,23620,787,4263,17894159,85
DEU,BOG,9,9,18,62,0
DEU,BOG,49,98,49,144,5
DEU,BOG,78,78,195,55,0
DEU,BOG,20,20,75,75,0
DEU,BOG,270,6,270,1030,5
DEU,BOG,99,99,367,1561367,44
DEU,BOG,81,81,276,1177403,72
DEU,BOG,196,57,196,1008,4286106
DEU,BOG,1770,54,1770,7254,30844660
DEU,BOG,29,29,164,76,0
DEU,BOG,32,56,32,121,5
DEU,BOG,140,3176,6,91,0
DEU,BOG,30,45144,57,4,0
DEU,BOG,284,8,0,98500,417526725
DEU,BOG,0,41,0,61500,260689275
DEU,BOG,106196,8,28408,119702134,9
DEU,BOG,10,10,54,91,2554413
DEU,BOG,270,284,6,38,39617206
DEU,BOG,12,12,65,54,1456803
DEU,BOG,1,1,5,8,250533
DEU,BOG,32,150,637350,1000,50
DEU,BOG,3,120,494474,0,0
DEU,BOG,1,9,3710,6,0
DEU,BOG,31,2,32,64,10154150
DEU,BOG,4,0,98,86,1381592
DEU,BOG,27,1,56,2,13366797
DEU,BOG,8,264,3407,13811565,69
DEU,BOG,24,1519,78,95,0
DEU,BOG,2,100,405376,0,0
DEU,BOG,2,34,5499,22662503,46
DEU,BOG,37600,6812,28848854,659932,0
DEU,BOG,11520,342,2073,8735040,0
DEU,BOG,63680,1976,11503,48459926,0
DEU,BOG,4400,154,836,81452,0
DEU,BOG,8800,316,1672,162905,0
DEU,BOG,5476,217,930,3921500,5
DEU,BOG,16438,641,3463,14591257,5
DEU,BOG,2802,3965,94,42,383996
DEU,BOG,1,71,89,24,9948708
DEU,BOG,1,10,83,98,1499114
DEU,BOG,1,80,26,95,11107108
DEU,BOG,50,50,434,1846498,99
DEU,BOG,300,300,684,2908926,49
DEU,BOG,24480,4892,20786108,0,0
DEU,BOG,2250,672,2842969,0,0
DEU,BOG,26256,615,28491,120021960,3
DEU,BOG,23220,697,3199,13508872,5
DEU,BOG,70780,2483,10801,45620438,43
DEU,BOG,1800,924,5,82,0
DEU,BOG,1550,10122,75,55,0
DEU,BOG,0,5,0,55000,222956800
DEU,BOG,2714,9,3214,14101532,7
DEU,BOG,125,2,0,9440,39906561
DEU,BOG,7100,220,1278,12312,0
DEU,BOG,41367,1381,7450,31383377,75
DEU,BOG,1,639,61,89,57041
DEU,BOG,246,2081,67,94,0
DEU,BOG,7537,41130,174343900,0,0
DEU,BOG,1300,1300,7800,0,0
DEU,BOG,2,2,1,85,0
DEU,BOG,180,180,477,45,0
DEU,BOG,3420,3420,18183,77078400,63
DEU,BOG,4800,624,2639900,61127,0
DEU,BOG,20,20,84,360152,2
DEU,BOG,25,25,112,481099,37
DEU,BOG,130,130,489,2080932,61
DEU,BOG,26,26,112,480273,57
DEU,BOG,10,10,4,88,0
DEU,BOG,13,13,157,670597,11
DEU,BOG,216,216,808,3514385,1
DEU,BOG,70,70,329,1419720,97
DEU,BOG,1125,1125,5884,25281881,48
DEU,BOG,17,17,86,367380,58
DEU,BOG,1000,0,1,49,514645
DEU,BOG,319,163,6,57,24295641
DEU,BOG,253671,1,1388,5812030,45
DEU,BOG,2040,30,277,1169123,83
DEU,BOG,2380,35,323,1363977,8
DEU,BOG,40200,1174,48,4,27682159
DEU,BOG,230280,6545,52,4,156569128
DEU,BOG,180,4,27,82,0
DEU,BOG,4760,156,618,2617901,46
DEU,BOG,2380,77,309,1308950,73
DEU,BOG,13320,370,2131,9009413,56
DEU,BOG,91980,2672,13690,57890365,73
DEU,BOG,8160,2448,10245904,228876,0
DEU,BOG,8,35,8800,0,69776
DEU,BOG,2,1,2200,0,14448
DEU,BOG,4856,4856,8,167215187,5
DEU,BOG,834,8,34,62,0
DEU,BOG,32845,4646,5,84,0
DEU,BOG,3381,37,2939106,87,10373020843
DEU,BOG,560,19753,22,44,0
DEU,BOG,2162,99,2162,63863,88
DEU,BOG,300,883,1,52,0
ARM,BOG,60,0,12,47,0
ARM,BOG,448,1468,8,2,0
ARM,BOG,800,148,601002,14624,0
ARM,BOG,1540,55,246,1080873,2
ARM,BOG,37690,1010,5653,24799982,31
ARM,BOG,10560,3270,4,76,0
ARM,BOG,700,126,534095,0,0
ABW,BOG,2864,712,977,4289539,34
ABW,BOG,2532,161,866,3799900,35
ABW,BOG,1593,92,464,2037866,76
ABW,BOG,25,9,387,1699830,75
ABW,BOG,156,46,107,470864,8
ABW,BOG,161,161,651,2856812,32
ABW,BOG,4325,225,1384,24,0
ABW,BOG,3340,377,1563,6614558,73
ABW,BOG,169,169,931,3939544,2
ABW,BOG,13566,727,62,46,21823549
ABW,BOG,564,30,25,5,907325
ABW,BOG,377,20,22,8,606494
ABW,BOG,1317,70,63,82,2118662
ABW,BOG,752,40,33,4,1209767
ABW,BOG,376,20,16,7,604883
ABW,BOG,29025,1556,71,32,46692289
ABW,BOG,90,74,90,643,65
ABW,BOG,30,30,87,361378,37
ABW,BOG,120,120,313,1293545,3
ABW,BOG,24,5,387,1636464,4
ABW,BOG,344,65,32,12,24341041
ABW,BOG,75,2378,10038465,0,0
ABW,BOG,347,84,68,2,31559955
ABW,BOG,41,48,205,5,0
ABW,BOG,8,18,75985,0,0
ABW,BOG,4591,274,1,65,6100308
ABW,BOG,200,11,93,58,265743
ABW,BOG,998,59,56,3,1326087
ABW,BOG,798,47,62,72,1060343
ABW,BOG,600,35,81,74,797231
ABW,BOG,200,11,93,58,265743
ABW,BOG,7985,476,54,76,10610277
ABW,BOG,71,74,71,362,88
ABW,BOG,225,3300,13598046,0,0
ABW,BOG,86,18,92,2,5950999
ABW,BOG,21,4,62,79,1445472
ABW,BOG,113,24,86,79,13963915
ABW,BOG,241,53,2,43,21651509
ABW,BOG,60,13,2,6,6933355
ABW,BOG,228,50,16,33,20501444
ABW,BOG,12,2,64,66,225233
ABW,BOG,52,65,52,582,4
ABW,BOG,29,33,29,230,69
ABW,BOG,41,32,41,2393,64
ABW,BOG,36,39,36,1953,6
ABW,BOG,310,21,310,6635,6
ABW,BOG,144,25,144,6164,4
ABW,BOG,16,8,16,1099,2
ABW,BOG,325,621,43,63692423,34
ABW,BOG,21,41,48,2336391,54
ABW,BOG,4725,84,1542,8,0
ABW,BOG,250,4,35,35,0
ABW,BOG,1750,16,242,1045087,2
ABW,BOG,2630,56,657,2824402,45
ABW,BOG,1660,24,498,38,0
ABW,BOG,500,60,316,1376905,66
ABW,BOG,5437,252,2689,11577033,2
ABW,BOG,188,188,2514,10734050,48
ABW,BOG,60,60,122,517399,3
ABW,BOG,55,55,124,525195,12
ABW,BOG,168,168,366,1546171,51
ABW,BOG,60,60,122,526943,54
ABW,BOG,55,55,124,535375,24
ABW,BOG,168,168,366,1577244,17
ABW,BOG,389,72,250056,348101,96
ABW,BOG,474,3792,59,4,0
BIH,BOG,5,40,168558,0,0
BIH,BOG,31755,577,8891,37534489,18
BIH,BOG,9000,80,1080,2,0
AGO,BOG,3,12299,98,2,0
AGO,BOG,30,0,13,87,1507842
AGO,BOG,9,46,9,299,65
AGO,BOG,23,3,23,1455,22
AGO,BOG,2,3,2,565,7
SAU,BOG,920,766,8,65,0
SAU,BOG,8772,5875,26,81,0
SAU,BOG,11948,1711,9418,40272653,95
SAU,BOG,10,10,138,2,0
SAU,BOG,962,365,56,26,0
SAU,BOG,30,30,121,512749,93
SAU,BOG,20,20,118,500058,1
SAU,BOG,28,28,128,541941,14
SAU,BOG,16,16,67,284296,99
SAU,BOG,14,14,50,213222,74
SAU,BOG,45,45,138,586997,13
SAU,BOG,25,25,148,628245,58
SAU,BOG,15,14,15,78,5
SAU,BOG,20,20,90,9,0
SAU,BOG,17,9,15,37566193,92
SAU,BOG,6,3,23,6935983,36
SAU,BOG,3,1,62,3611900,16
SAU,BOG,16,20146,9,87,0
SAU,BOG,6,51444,56,5,0
SAU,BOG,12900,633,4093,99,0
SAU,BOG,800,17,152,36,0
SAU,BOG,210,17,2,8697,0
SAU,BOG,540,17,172,715639,1
SAU,BOG,610,17,684,2834808,83
SAU,BOG,700,34,219,17,0
SAU,BOG,469,469,2582,26,0
SAU,BOG,5040,46176,48,4,0
SAU,BOG,8400,76960,8,2,0
SAU,BOG,4219,14840,4,5,0
SAU,BOG,720,10320,42739557,0,0
SAU,BOG,130,130,1096,4688905,48
SAU,BOG,260,260,1508,6466504,46
SAU,BOG,133,65,133,617,3
SAU,BOG,73,73,482,2084242,36
SAU,BOG,153,77,153,1153,4
SAU,BOG,12,3,12,112,56
SAU,BOG,20,180,756275,0,0
SAU,BOG,2,0,2,85,508026
SAU,BOG,8,0,11,68,2882
SAU,BOG,0,1,0,7,26
SAU,BOG,0,76,0,1863,16
SAU,BOG,4,5,1777,7551947,15
SAU,BOG,1,0,9,32,1798628
DZA,BOG,17,750,3166042,0,0
DZA,BOG,2943,19755,72,72,0
ARG,BOG,50,1909,31,6,0
ARG,BOG,61,855,3,165498550,3179583
ARG,BOG,2,3250,13809250,0,0
ARG,BOG,31460,3146,13313777,300621,0
ARG,BOG,95950,26446,5,1,2424153
ARG,BOG,51702,10376,43708900,0,0
ARG,BOG,64,1010,4196489,0,0
ARG,BOG,13273,2362,54,3,0
ARG,BOG,3200,453,8,8,24284793
ARG,BOG,2750,6,2750,84190,45
ARG,BOG,1513,39,1513,14171,3
ARG,BOG,300,2937,1,33,0
ARG,BOG,1200,20,7668,44,0
ARG,BOG,2,20,3733,15159728,12
ARG,BOG,2507,2507,7,5,99298762
ARG,BOG,78,1880,8246920,0,44841
ARG,BOG,7,5,685,2823778,47
ARG,BOG,20,20,145,617176,56
ARG,BOG,0,1,0,32,62
ARG,BOG,0,1,0,73,85
ARG,BOG,5,5,43,182482,49
ARG,BOG,0,11,0,850,3603022
ARG,BOG,2,39,2,36,152598
ARG,BOG,8,0,8,15,3111951
ARG,BOG,1,0,1,56,188883
ARG,BOG,0,1,0,1297,5497788
ARG,BOG,0,11,0,28,46
ARG,BOG,1,2,143,55,0
ARG,BOG,10,1,32,136067,8
ARG,BOG,4,0,4,84,147681
ARG,BOG,10,0,1,8,45779
ARG,BOG,3,95,73,310914,7
ARG,BOG,1300,11,18,331663,2
ARG,BOG,1,88,1,172,26
ARG,BOG,72,0,62,56,261758
ARG,BOG,12,2970,64,38,0
ARG,BOG,17075,325,2236,9293894,44
ARG,BOG,760,95,471,1957807,72
ARG,BOG,18625,5550,5,44,0
ARG,BOG,4200,92,462,62,0
ARG,BOG,355,44,304,1274944,54
ARG,BOG,3240,670,4,6,0
ARG,BOG,2,0,1,68,3867630
ARG,BOG,179,190,77,27,75018283
ARG,BOG,2,0,1,64,283553
ARG,BOG,1,0,83,83,404686
ARG,BOG,896800,72,44815,187408241,5
ARG,BOG,1,2285,10023518,0,0
ARG,BOG,60000,5151,6,72,0
ARG,BOG,0,21,0,214,34
ARG,BOG,69,5,3284,13313439,66
ARG,BOG,1,1,214,869815,28
ARG,BOG,155,55,11081,44922795,41
ARG,BOG,24,2,68,95,5695330
ARG,BOG,12,0,11,15,555973
ARG,BOG,2024,88,1841549,1463556,66
AUS,BOG,216960,8,38244,161422463,2
AUS,BOG,19600,9,5467,79,0
AUS,BOG,22000,8,2200,0,0
AUS,BOG,8100,4860,20560764,0,0
AUS,BOG,335,223,942707,0,0
AUS,BOG,1500,4,315,35,0
AUS,BOG,5400,2,1134,6,0
AUS,BOG,7150,2431,10663970,24024,0
AUS,BOG,33600,5880,23877680,580609,0
AUS,BOG,16850,3370,14783044,0,0
AUS,BOG,60770,11638,3,1,0
AUS,BOG,2988,883,3002,13170507,98
AUS,BOG,40,5,84,44,0
AUS,BOG,500,2,20,4,0
AUS,BOG,140,29,42,8,1967019
AUS,BOG,367,89,2,74,42772880
AUS,BOG,5,1,5,59,700771
AUS,BOG,189,44,19,88,5911294
AUS,BOG,4,2,14,60644,24
AUS,BOG,1,1,1,5318,46
AUS,BOG,149,74,34,82,8222109
AUS,BOG,208,60,97,1,29349317
AUS,BOG,2791,496,74,27,266799588
AUS,BOG,254,43,77,82,16768330
AUS,BOG,704,295,43,8,75409223
AUS,BOG,3750,754,45,12,276585352
AUS,BOG,150,1714,7201422,0,0
AUS,BOG,200,96,782,3430806,78
AUS,BOG,293,52,293,23040,101068646
AUS,BOG,3,3,96,97,1820332
AUS,BOG,1650,313,5,76,0
AUS,BOG,1000,180,753661,0,0
AUS,BOG,20800,7687,75,89,702094
AUS,BOG,16,1264,29805,9,2610217
AUS,BOG,5,750,3045622,0,2864
AUS,BOG,4450,801,3386139,0,0
AUS,BOG,49,49,5,33,762446822
AUS,BOG,0,2,0,20,82412
AUS,BOG,35675,1378,8596,36289179,13
AUS,BOG,640,135,896,44,72797
AUS,BOG,630,32,41,6,4700939
AUS,BOG,1725,987,2987,12610347,27
AUS,BOG,20700,645,2958,62,241297
AUS,BOG,2400,202,504,56,3836
AUS,BOG,1340,226,1130,4772703,52
AUS,BOG,47,55,47,532,2245779
AUS,BOG,24,80,4,6,0
AUS,BOG,216308,5295,52742,222879777,3
AUS,BOG,28500,244,5890,24866097,79
AUS,BOG,45000,388,8855,7,0
AUS,BOG,1620,72,820,3490115,47
AUS,BOG,5670,180,1795,7635903,22
AUS,BOG,92,1325,5581562,0,0
AUS,BOG,20775,4729,20014696,0,0
AUS,BOG,107,697,3038501,0,0
AUS,BOG,7750,1472,5,53,0
AUS,BOG,450,292,5,52,0
AUS,BOG,100,363986,72,0,3922
AUS,BOG,744,18677,67,83,0
AUT,BOG,12480,443,2121,9014678,4
AUT,BOG,34560,1094,5875,24963724,8
AUT,BOG,19152,3700,96,1,0
AUT,BOG,72240,1639,7,2,45031751
AUT,BOG,520,25,68,2,421500
AUT,BOG,22890,616,25,4,17558567
AUT,BOG,28960,1037,4614,19604113,98
AUT,BOG,97860,2485,76,64154490,57
AUT,BOG,240,6,72,203952,4762
AUT,BOG,16270,176,64,8,12639925
AUT,BOG,175,3463,25,25,0
AZE,BOG,9140,5970,97,54,0
AZE,BOG,64,153,6,97,0
AZE,BOG,10450,1815,5,29,0
AZE,BOG,4,4549,72,28,0
BHS,BOG,1,1000,4187010,0,0
BHS,BOG,8,1,57,6,5250941
BHS,BOG,124,24,34,87,39394259
BHS,BOG,927,181,99,69,46656248
BHS,BOG,8,1,57,44,1128043
BHS,BOG,5,0,98,5,1944242
BHS,BOG,1911,375,17,37,150704788
BHS,BOG,96,18,85,48,13822096
BHS,BOG,13,22,9267,12900,84
BHR,BOG,300,9,96,44,0
BHR,BOG,500,337,3,26,0
BHR,BOG,220,13,83,351718,84
BHR,BOG,3,3,52,28,0
BHR,BOG,3612,2210,4,0,345
BHR,BOG,3455,468,2051,8625854,86
BHR,BOG,240,16,67,284388,38
BHR,BOG,1010,31,98,6,941377
BHR,BOG,4,92,4,17,41
BHR,BOG,12,12,34,146974,12
BHR,BOG,6,6,12,52403,5
BHR,BOG,12,12,64,270400,37
BHR,BOG,174,26,174,457,5
BHR,BOG,15,15,76,322256,25
BHR,BOG,9,89,9,43,38
BHR,BOG,18000,4410,18751716,399635,0
BHR,BOG,18700,2949,11954538,0,0
BHR,BOG,11850,210,1422,72,0
BHR,BOG,54,6,54,22,0
BHR,BOG,3400,189,1022,4302306,24
BHR,BOG,10625,2656,25,18,227803
BHR,BOG,101225,1124,16090,37,0
BHR,BOG,750,8,90,9,0
BHR,BOG,2600,56,520,2,0
BHR,BOG,2920,64,807,3381429,27
BHR,BOG,192,192,2429,10170289,15
BRB,BOG,26600,125,35,33,19189774
BRB,BOG,27000,27,38,54,4191194
BRB,BOG,30000,23,9,76,3658524
BRB,BOG,21000,196,35,7537544,82
BRB,BOG,280,5325,45,37,0
BRB,BOG,105,39,88,43,16319427
BRB,BOG,431,163,68,2,75218621
BRB,BOG,959,364,2,32,50462431
BRB,BOG,36,13,67,6,11294866
BRB,BOG,723,274,57,2,31622462
BEL,BOG,60,60,236,990646,56
BEL,BOG,36,242,82,76,0
BEL,BOG,380,380,2582,10811278,52
BEL,BOG,99,99,302,1265649,38
BEL,BOG,139,65,139,1081,49
BEL,BOG,207,207,1223,5121006,32
BEL,BOG,350,350,1417,5935086,67
BEL,BOG,1,40,164824,0,0
BEL,BOG,45,1729,16455,72185780,28
BEL,BOG,1400,7524,31974818,0,0
BEL,BOG,1160,1160,8700,4,0
BEL,BOG,140,140,1190,7,0
BEL,BOG,756,3993,98,26,0
BEL,BOG,155,7776,32041941,0,0
BEL,BOG,348,98,37,19,251958243
BLZ,BOG,0,72,0,64,4
BLZ,BOG,9,75,9,135,5
BLZ,BOG,1,55,1,104,439097
BLZ,BOG,12,16,12,210,886638
BLZ,BOG,514,12,514,10563,99
BLZ,BOG,15,94,15,642,2798734
BLZ,BOG,246,2,246,12481,67
BLZ,BOG,2,45,1617,2251,65
BLR,BOG,32458,32523,12,3,0
BLR,BOG,72650,6133,25064,103804860,1
BLR,BOG,39500,1136,91,5,32317649
BLR,BOG,66500,3268,22300,92355711,22
BLR,BOG,2650,68,500,0,24634
BLR,BOG,85600,6626,16432,68052102,0
BLR,BOG,7950,68,2763,11444841,8
BLR,BOG,10000,735,1900,0,0
BLR,BOG,1120,461,3464,24,0
BLR,BOG,104,76,274,84,0
BLR,BOG,12850,995,4495,18617798,56
BLR,BOG,1750,68,332,1377025,47
BLR,BOG,6400,68,1212,16,0
BLR,BOG,1600,68,598,2478231,71
BLR,BOG,400,2,5,2,207914
BLR,BOG,12700,1612,9,7,14985
BLR,BOG,11225,188,3632,15438983,94
BLR,BOG,7850,52,1012,4304743,74
BLR,BOG,25350,236,2892,12290798,77
BLR,BOG,12000,75,1632,4,15239
BLR,BOG,500,4,0,211,94
BLR,BOG,246,60,446,94,0
BLR,BOG,2,6,2,27,2
BOL,BOG,164,11,56,71,2730467
BOL,BOG,683,47,51,2,11223159
BOL,BOG,160,20,35,5269168,32
BOL,BOG,250,35,52,5,8391403
BOL,BOG,860,52,62,2,12430677
BOL,BOG,180,12,6,2849910,75
BOL,BOG,500,33,15,81,7831174
BOL,BOG,180,12,66,3,2990506
BOL,BOG,253,17,21,78,4064943
BOL,BOG,340,45,68,10791662,4
BOL,BOG,180,23,3,8,5441429
BOL,BOG,700,80,7,19062736,35
BOL,BOG,160,11,84,4,2796712
BOL,BOG,250,29,98,5,7082555
BOL,BOG,180,25,61,8,6049410
BOL,BOG,643,163,7,33,65295785
BOL,BOG,170,43,28,3,25112864
BOL,BOG,50,12,73,1576379,0
BOL,BOG,172,26660,109855729,0,0
BOL,BOG,89,18,65,29,1682407
BOL,BOG,99,20,75,25,3025565
BOL,BOG,32,6,71,64,1024550
BOL,BOG,10,2,1,3,264955
BOL,BOG,102,21,38,98,1536908
BOL,BOG,198,41,5,86,3118732
BOL,BOG,66,13,83,14,622790
BOL,BOG,13,2,72,25,120528
BOL,BOG,132,27,67,9,2278290
BOL,BOG,10,2,1,6,402172
BOL,BOG,45,9,43,95,1170050
BOL,BOG,15,3,14,75,200880
BOL,BOG,250,52,4,28,4814037
BOL,BOG,160,6,96,2,3247631
BOL,BOG,1666,72,46,35,19254208
BOL,BOG,204,8,87,4,2239396
BOL,BOG,19,0,83,74,2118391
BOL,BOG,18,0,78,74,1514632
BOL,BOG,149,31,1,45,3821111
BOL,BOG,12,2,5,64,278238
BOL,BOG,38,7,91,48,756549
BOL,BOG,65,13,53,9,1779893
BOL,BOG,39,8,12,44,586826
BOL,BOG,32,6,66,52,591404
BOL,BOG,90,18,73,35,1574096
BOL,BOG,239,49,74,38,3189225
BOL,BOG,33,6,87,69,481914
BOL,BOG,245,50,99,79,2983260
BOL,BOG,101,2,577,2447130,49
BOL,BOG,319,66,39,63,3347123
BOL,BOG,48,9,99,6,769775
BOL,BOG,266,55,36,68,3724592
BOL,BOG,11,2,29,74,435499
BOL,BOG,74,15,4,66,1282930
BOL,BOG,59,12,28,12,2518385
BOL,BOG,4,0,83,64,83251
BOL,BOG,38,7,91,2,691017
BOL,BOG,20,4,16,8,155989
BOL,BOG,85400,165,49,53333184,66
BOL,BOG,58404,113,17,44,42963397
BOL,BOG,319,13,51,713,33
BOL,BOG,1535,48,243,3484,29
BOL,BOG,149,46,16,266,34
BOL,BOG,298,23,33,620,91
BOL,BOG,902,8,128,2444,59
BOL,BOG,650,59,85,1217,83
BOL,BOG,28,85,3,63,36
BOL,BOG,110,16,13,212,28
BOL,BOG,164,32,19,309,55
BOL,BOG,13,58,1,24,56
BOL,BOG,175,57,19,402,69
BOL,BOG,4,77,0,11,2
BOL,BOG,180,71,180,2438,96
BOL,BOG,110,73,110,1197,5
BOL,BOG,397,29,397,37375,6
BOL,BOG,1049,33,1049,142869,2
BOL,BOG,135,135,15572,64167860,46
BOL,BOG,1729,95,1729,90465,46
BOL,BOG,280,87,280,22356,21
BOL,BOG,100,3903,15821825,377301,0
BOL,BOG,43,47,43,2191,25
BOL,BOG,852,51,852,20665,87
BOL,BOG,146,8,146,5342,1
BOL,BOG,70,73,70,3407,16
BOL,BOG,77,77,34,2,82016483
BOL,BOG,19,77,19,1103,64
BOL,BOG,2132,6,2132,48127,36
BOL,BOG,2816,11,2816,99775,31
BOL,BOG,1648,23,1648,79751,16
BOL,BOG,2209,12,2209,83294,91
BOL,BOG,969,3,969,6528,48
BOL,BOG,220,5,27000,0,0
BOL,BOG,77,8,9,767665,5
BOL,BOG,4,1,0,8,19
BOL,BOG,95,15,28,95,2006408
BOL,BOG,99,17,22,69,2579484
BOL,BOG,285,45,83,82,5601566
BOL,BOG,5,0,8,4,58374
BOL,BOG,270,56,31,56,4547109
BOL,BOG,98,15,76,31,1724104
BOL,BOG,2177,350,8,25,22321016
BOL,BOG,363,58,37,4,4609287
BOL,BOG,176,28,3,55,2864184
BOL,BOG,64,10,29,94,968605
BOL,BOG,1867,304,61,33,17779018
BOL,BOG,504,81,5,35,8546744
BOL,BOG,96,15,91,12,975790
BOL,BOG,28,4,5,68,1085110
BOL,BOG,16,3,52,83,295984
BOL,BOG,244,39,24,16,6571793
BOL,BOG,8,1,29,52,192634
BOL,BOG,126,20,27,89,1029209
BOL,BOG,120,5,1000,0,0
BOL,BOG,98,98,35,7685428,32
BOL,BOG,4,0,76,84,91417
BOL,BOG,13,2,46,44,392342
BOL,BOG,26,4,93,8,547455
BOL,BOG,15,2,84,4,457967
BOL,BOG,300,63,54,4,9667251
BOL,BOG,289,57,18,43,5064944
BOL,BOG,57,10,8,41,1282703
BOL,BOG,92,19,88,25,1427300
BOL,BOG,41,7,77,12,776965
BOL,BOG,812,154,57,62,8575352
BOL,BOG,236,45,1,2,5046474
BOL,BOG,45,9,22,82,579867
BOL,BOG,148,33,15,35,2030809
BOL,BOG,84,18,19,78,2048744
BOL,BOG,825,162,16,56,8277937
BOL,BOG,532,103,36,44,9474631
BOL,BOG,107,22,7,21,1860013
BOL,BOG,17,3,81,11,344987
BOL,BOG,314,60,16,64,10144503
BOL,BOG,7,1,57,8,130583
BOL,BOG,178,36,8,7,6169136
BOL,BOG,33,6,25,2,859873
BOL,BOG,8,1,52,88,109140
BOL,BOG,218,48,44,89,5260852
BOL,BOG,46,8,87,91,920802
BOL,BOG,29,5,5,64,274780
BOL,BOG,161,51,63,33,16189017
BOL,BOG,25,9,24,25,2897031
BOL,BOG,20,396,55,86,0
BOL,BOG,3,26,3,168,736958
BOL,BOG,3,4,42,23573910,84
BOL,BOG,1,0,32,1728344,4
BOL,BOG,2,0,8,438666,0
BOL,BOG,5,69,5,685,3004862
BOL,BOG,3,68,3,145,636065
BOL,BOG,180,5130,21314842,0,1494
BOL,BOG,81,121,5,35842986,8
BOL,BOG,151,226,5,34230008,8
BOL,BOG,15,77,15,430,44
BOL,BOG,30,30,732,76,0
BOL,BOG,222,222,3710,15365450,71
BOL,BOG,382,16,382,7323,24
BOL,BOG,28,28,1471,6092871,8
BOL,BOG,336,336,6,3376159,46
BOL,BOG,100,5300,23249298,0,0
BOL,BOG,1,0,52,93545,98
BOL,BOG,586,228,54,5,29463745
BOL,BOG,1,0,52,80789,71
BOL,BOG,1,0,52,89293,89
BOL,BOG,5,2,59,459225,72
BOL,BOG,504,233,98,35667231,78
BOL,BOG,3,1,56,246621,22
BOL,BOG,1,0,52,80789,71
BOL,BOG,157,157,25,58,17083444
BOL,BOG,20000,3388,8,86,318501
BOL,BOG,77,18,4,5,2626895
BOL,BOG,42,7,43,5,1081662
BOL,BOG,40,7,5,16565,72
BOL,BOG,130,17,5,53838,59
BOL,BOG,52,52,88,76,21093633
BOL,BOG,312,1978,32,95,0
BOL,BOG,1,1,36,148219,6
BOL,BOG,2180,57,2180,17200,39
BOL,BOG,151,63,151,6495,8
BOL,BOG,142,63,142,3950,67
BOL,BOG,30,87,30,853,51
BOL,BOG,976,8,976,12327,51
BOL,BOG,262,8,262,935,8
BOL,BOG,115,71,115,533,96
BOL,BOG,853,853,12,29,498905396
BOL,BOG,826,35,826,11528,64
BOL,BOG,149,38,149,7318,31
BOL,BOG,410,73,410,10847,99
BOL,BOG,202,91,202,483,25
BOL,BOG,151,47,151,2954,13
BOL,BOG,173,76,173,728,13
BOL,BOG,5267,66,383,1620696,77
BOL,BOG,92,27,7,6,2350015
BOL,BOG,5,1,28,35,111252
BOL,BOG,180,50,18,68,4355845
BOL,BOG,7,2,2,22,190922
BOL,BOG,5,0,87,9,75575
BOL,BOG,105,19,96,33,1732450
BOL,BOG,5,1,5,7,91619
BOL,BOG,229,26,5,6,2261351
BOL,BOG,260,33,5,72,2907837
BOL,BOG,98,16,66,54,1446234
BOL,BOG,45,9,54,2,828374
BOL,BOG,1201,138,9,5,12056177
BOL,BOG,478,79,8,48,6926254
BOL,BOG,274,30,89,9,2681407
BOL,BOG,23,10,6,920415,62
BOL,BOG,124,28,84,96,2503530
BOL,BOG,248,120,12,33,10425733
BOL,BOG,58,8,4,28,697827
BOL,BOG,97,21,25,92,1844715
BOL,BOG,7,1,59,76,138315
BOL,BOG,70,71,70,4233,27
BOL,BOG,2,0,21,88,54596
BOL,BOG,21,87,21,216,46
BOL,BOG,6,84,6,66,23
BOL,BOG,99,5346,72,6,0
BOL,BOG,20,31,20,625,23
BOL,BOG,124,84,124,7480,83
BOL,BOG,200,76,200,1217,2
BOL,BOG,22,5,22,353,56
BOL,BOG,26,88,26,321,81
BOL,BOG,420,261,3,1,11080747
BOL,BOG,45,45,98,33,20740299
BOL,BOG,1337,7329,3,119974764,0
BOL,BOG,66,1,3,41,174836
BOL,BOG,513,4,513,4458,48
BOL,BOG,14,14,491,2112047,3
BOL,BOG,7,72,7,251,14
BOL,BOG,153,3,153,736,76
BOL,BOG,4,21,47,23,29612258
BOL,BOG,1,37,1,428,78
BOL,BOG,12,16,71,98,23033744
