DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES,FLETES,SEGURO
MEX,CTG,5,6232,57,46,245090
MEX,CTG,10,1,5,21890,3
MEX,CTG,74790,63,74790,1,2
MEX,CTG,11,6,29,119545,38
MEX,CTG,6232,14,6232,11,45
MEX,CTG,2493,45,2493,0,54
MEX,CTG,2493,45,2493,0,52
MEX,CTG,3739,68,3739,1,34
MEX,CTG,4,4986,5,58,87480
MEX,CTG,7,8725,59,42,34132
MEX,CTG,5,6232,57,4,46212
MEX,CTG,8,9972,1,7,6891
MEX,CTG,9,11218,62,5,66887
MEX,CTG,2,2493,3,4,455642
MEX,CTG,2,2493,3,92,1219857
MEX,CTG,2,2493,3,8,32754
MEX,CTG,3,3739,54,48,135719
MEX,CTG,13,16204,67,79,761255
MEX,CTG,16,19944,21,23,13187813
MEX,CTG,6,7479,8,98,52617
MEX,CTG,33,5,1,43,913839
MEX,CTG,4,0,89,24,25295
MEX,CTG,1,1246,51,34,1378
MEX,CTG,7,8725,59,53,261589
MEX,CTG,3,3739,54,78,15323
MEX,CTG,38,12,15,5,776295
MEX,CTG,2,2493,3,14,81642
MEX,CTG,20,16,88,18,503395
MEX,CTG,3,3739,54,84,177716
MEX,CTG,275,69,5,61,5981768
MEX,CTG,6,7479,8,65,87763
MEX,CTG,16,11218,62,18,434481
MEX,CTG,9,4,5,4,523097
MEX,CTG,30,1450,9,68,57233740
MEX,CTG,8,182,4,74,6306596
MEX,CTG,7288,98,7288,103386,2
MEX,CTG,92,9006,6,47,0
MEX,CTG,16500,31665,133435360,310311,1000
MEX,CTG,25275,25275,83969,353844953,9
MEX,CTG,3207,89,3207,22119,56
MEX,CTG,13160,99,13160,86426,18
MEX,CTG,337,109,29,81,11380369
MEX,CTG,616,199,77,84,14524526
MEX,CTG,3740,2308,25,63,57710374
MEX,CTG,9454,47,9454,43271,76
MEX,CTG,7475,9,7475,37116,42
MEX,CTG,470,10071,2,78,437579791
MEX,CTG,7896,7896,26320,6,0
MEX,CTG,864,864,4258,17637522,8
MEX,CTG,213,3,213,1380,6
MEX,CTG,540,4,540,7161,64
MEX,CTG,1341,18,1341,50978,47
MEX,CTG,327,8,327,12469,5
MEX,CTG,454,454,9,66,14245999
MEX,CTG,199,96,199,600,2543310
MEX,CTG,9900,9900,28927,119801879,0
MEX,CTG,99,48,99,351,1487836
MEX,CTG,36000,136620,564476153,0,0
MEX,CTG,107,24,107,1336,24
MEX,CTG,300,54,111,73,0
MEX,CTG,9147,90441,74,6,0
MEX,CTG,357,357,59,4,20072650
MEX,CTG,1,21808,5,5,0
MEX,CTG,307010,66327,4,6,4260745
MEX,CTG,29169,76,29169,53011,75
MEX,CTG,14636000,11427,4,98,88871548
MEX,CTG,23163,22,4376,50664,26
MEX,CTG,37719,9,9748,96785,31
MEX,CTG,114,148,87,44,18734118
MEX,CTG,300,3,8,85,1737493
MEX,CTG,7808,87,7808,49602,72
MEX,CTG,1627,98,1627,12596,41
MEX,CTG,607,1,607,5506,64
MEX,CTG,9007,99,9007,65469,18
MEX,CTG,3960,3960,18721,79229376,5
MEX,CTG,1800,1800,9724,41155738,97
MEX,CTG,79070,150188,64,2,11412768
MEX,CTG,286,7200,7,66,636865
MEX,CTG,288000,44582,4,6,2415177
MEX,CTG,293760,48470,4,6,3256365
MEX,CTG,181250,47741,25,3,3949446
MEX,CTG,167076,84906,18,9,788898658
MEX,CTG,7000,7000,38360,0,57482
MEX,CTG,500,500,2275,0,3409
MEX,CTG,2250,2250,10935,0,16386
MEX,CTG,9000,9000,24840,0,37223
MEX,CTG,18000,29600,125226055,900,100
MEX,CTG,2700,2700,43686,4,0
MEX,CTG,8640,8640,101520,4,0
MEX,CTG,1080,1080,5950,25181448,77
MEX,CTG,5680,5680,27716,117295227,2
MEX,CTG,19634,19634,32,54,345691906
MEX,CTG,9733,9733,109257,464234182,7
MEX,CTG,95354,32919,44,4,0
MEX,CTG,12241,41634,32,0,0
MEX,CTG,2520,2520,5746,36,0
MEX,CTG,2270,2270,5664,24847489,83
MEX,CTG,31400,24218,46193,196927305,1
MEX,CTG,5500,8409,23365,102494793,4
MEX,CTG,4692,8023,32,18,328234480
MEX,CTG,330,35,64,8,4039695
MEX,CTG,12162,12162,32704,143462469,2
MEX,CTG,10409,63,10409,112154,4
MEX,CTG,5200,90480,384449520,990,2688
MEX,CTG,297,7839,23,87,358874236
MEX,CTG,4,550,16,4,25185522
MEX,CTG,65,3,1226,5177548,96
MEX,CTG,40,1608,4479,14,0
MEX,CTG,22,22,16,0,0
MEX,CTG,223,33975,143781180,0,0
MEX,CTG,15892,99,15892,103660,44
MEX,CTG,1064,9,14757,62308253,15
MEX,CTG,13560,13560,54840,233017624,4
MEX,CTG,269,4,269,269,4
MEX,CTG,5,0,98,1,115147
MEX,CTG,1482,290,83,72,27540828
MEX,CTG,105,20,61,48,877333
MEX,CTG,5,0,98,45,290844
MEX,CTG,598,117,35,54,4213053
MEX,CTG,1,21,2,74,1033314
MEX,CTG,56,3512,3,86,172412676
MEX,CTG,143,1840553,7820509697,29172,286
MEX,CTG,97,1325974,5597453384,19788,194
MEX,CTG,1860,23822,64,11,272444072
MEX,CTG,60660,70196,62,4,0
MEX,CTG,1,3200,16417,72017200,95
MEX,CTG,4,680,100793,442145279,4
MEX,CTG,1767,887,8136,34571776,5
MEX,CTG,402,16700,71009903,0,0
MEX,CTG,56500,401,15,1,13271198
MEX,CTG,105,99,105,1553,61
MEX,CTG,499690,5367,88,65,85074328
MEX,CTG,422,65,422,11088,47147173
MEX,CTG,23613,23613,76,63,344196608
MEX,CTG,47828,75,47828,216578,94
MEX,CTG,9,0,94,8,54426
MEX,CTG,22,39,2,34,43
MEX,CTG,1609,27,177,1844,55
MEX,CTG,480,72,590,2509796,12
MEX,CTG,6979,1465,59,39,55640255
MEX,CTG,6568,65,1379,11564,8
MEX,CTG,64,81,13,113,43
MEX,CTG,15504,54,2184,20370,89
MEX,CTG,44484,23,6206,58502,92
MEX,CTG,1231,83,133,1477,59
MEX,CTG,291,40,34,22,2054694
MEX,CTG,5305,31,5305,134114,9
MEX,CTG,460,4,460,5547,4
MEX,CTG,17802,36,17802,116757,89
MEX,CTG,26,12,26,252,49
MEX,CTG,85,65,85,775,42
MEX,CTG,149,32,149,1385,95
MEX,CTG,251,42,251,1620,4
MEX,CTG,2928,52,2928,13790,38
MEX,CTG,484,89,484,3454,8
MEX,CTG,486,47,486,3263,62
MEX,CTG,618,15,45,23,783362
MEX,CTG,50,1234,25386,107944152,2086104
MEX,CTG,227,16,227,6428,5
MEX,CTG,1048,1048,71921,305818774,5
MEX,CTG,2112,45746,77,5,0
MEX,CTG,7781,67,7781,59593,17
MEX,CTG,4465210,16604,41,87,393285841
MEX,CTG,763600,11683,8,74,201174057
MEX,CTG,498560,92078,1,1,0
MEX,CTG,152,7,152,969,6
MEX,CTG,8600,27923,118169298,0,0
MEX,CTG,507,75,72,830,25
MEX,CTG,454,68,68,696,66
MEX,CTG,881,9,110,1195,38
MEX,CTG,32,33,4,41,32
MEX,CTG,112,28,112,1751,36
MEX,CTG,426,95,76,700,56
MEX,CTG,80386,6379,9,38,51358860
MEX,CTG,111,87,111,1734,59
MEX,CTG,403,93,403,3126,83
MEX,CTG,671,8,671,5472,77
MEX,CTG,855,25,855,7469,8
MEX,CTG,172,95,172,1814,42
MEX,CTG,163,1,163,3883,8
MEX,CTG,1013,18685,35,63,0
MEX,CTG,14580,5977,8,14,0
MEX,CTG,5500,760,3,36908141,2
MEX,CTG,62,1357,72,78309406,17
MEX,CTG,4000,627,15,30444964,4
MEX,CTG,120,44623,2,5,0
MEX,CTG,21346,4242,37,6,205944026
MEX,CTG,43,1179,22,91,123141924
MEX,CTG,3,897,63,49,93736300
MEX,CTG,4,5341,8,8,198393399
MEX,CTG,2166,7009,46037,194828133,9
MEX,CTG,20,2,29,595292,6
MEX,CTG,50,0,41,106302,25
MEX,CTG,13,1,5,386940,19
MEX,CTG,50,0,2,5,53151
MEX,CTG,11875,39,11875,100357,75
MEX,CTG,87,5,87,2298,4
MEX,CTG,203,195,9,29,6100934
MEX,CTG,32477,3,32477,204059,95
MEX,CTG,3044,85,3044,3339,48
MEX,CTG,3268,75,343,3579,29
MEX,CTG,1434,72,150,2198,2
MEX,CTG,40,10,76,87,311834
MEX,CTG,105,63,29,195,3
MEX,CTG,270,2,25,296,25
MEX,CTG,1766,6,264,2176,6
MEX,CTG,4,51,0,5,16
MEX,CTG,7835,4,1645,14705,19
MEX,CTG,42,82,74,312467,28
MEX,CTG,14,94,24,104141,69
MEX,CTG,7535,73,927,9238,9
MEX,CTG,102821,6,13826,129976,49
MEX,CTG,6310,1,694,8289,67
MEX,CTG,982,31,117,1111,88
MEX,CTG,124,59,124,2053,83
MEX,CTG,12670,73,12670,76199,81
MEX,CTG,2553,7,2553,38878,93
MEX,CTG,146,146,1,5,3968317
MEX,CTG,159,8,159,1003,37
MEX,CTG,859,47,859,4940,71
MEX,CTG,2579,41,2579,16074,5
MEX,CTG,396,53,396,2440,29
MEX,CTG,315,15,315,1905,48
MEX,CTG,248,96,248,7004,42
MEX,CTG,727,727,66833,283297393,4
MEX,CTG,92160,55296,233425981,0,0
MEX,CTG,671160,9266,76,89,158151101
MEX,CTG,1625434,14762,2,87,333322382
MEX,CTG,733920,144756,2,8,0
MEX,CTG,3,0,33,62,15281
MEX,CTG,150,15,6,8,831951
MEX,CTG,3389,93,603,5577,33
MEX,CTG,608,66,608,4624,43
MEX,CTG,73,85,73,546,36
MEX,CTG,375,86,375,2863,38
MEX,CTG,6,61,6,80,91
MEX,CTG,219,42,219,1900,39
MEX,CTG,25749,6,1357744,5731570195,0
MEX,CTG,374,12208,11,47,0
MEX,CTG,9849,39,9849,81664,8
MEX,CTG,437440,5808,34,62,100619540
MEX,CTG,287928,2539,12,51,59143187
MEX,CTG,251320,48047,2,5,0
MEX,CTG,576,19451,56,203183656,5
MEX,CTG,10658,8,10658,84241,54
MEX,CTG,7,6669,6,55,62423636
MEX,CTG,800,800,6848,56,0
MEX,CTG,600,97239,412181535,0,0
MEX,CTG,960,54,960,17687,5
MEX,CTG,700,1,700,39382,2
MEX,CTG,387,387,18000,0,42236
MEX,CTG,1143,21,1143,22950,93033792
MEX,CTG,14872,14872,48115,203954302,4
MEX,CTG,75200,256,6016,16,0
MEX,CTG,600,1620,11376,76,0
MEX,CTG,1,127249,28,2,0
MEX,CTG,8276,7099,58,5,706557163
MEX,CTG,4568,387,95,18,68436996
MEX,CTG,5100,433,13,13403243,7
MEX,CTG,114,114,9,2,81885
MEX,CTG,4320,1900800,7986268224,0,0
MEX,CTG,10800,344,42,87,25099509
MEX,CTG,162,53,62,69,4175970
MEX,CTG,177984,22033,97,43,1655460470
MEX,CTG,160,369,27,12,28266716
MEX,CTG,356200,569,72,4,41522296
MEX,CTG,35,33,78,49,1107587
MEX,CTG,17244,72,17244,108082,75
MEX,CTG,94,41,94,466,71
MEX,CTG,55515,32,55515,226598,65
MEX,CTG,1020,105,93,58,5178731
MEX,CTG,4976,93,522,5435,9
MEX,CTG,751,41,78,905,41
MEX,CTG,300,5,426,1802747,98
MEX,CTG,108,46,10,112,71
MEX,CTG,1549,36,232,1899,74
MEX,CTG,13,3,1,15,45
MEX,CTG,1103,6,231,2061,12
MEX,CTG,346,91,53,511,95
MEX,CTG,477,72,98,62,3519618
MEX,CTG,20139,2644,6,96,103208821
MEX,CTG,42116,33,5791,55080,65
MEX,CTG,197,2,26,323,84
MEX,CTG,1255,56,153,1463,28
MEX,CTG,609,65,16,33,3303067
MEX,CTG,2,5,2,25,76
MEX,CTG,22066,35,22066,120009,35
MEX,CTG,88,33,88,439,36
MEX,CTG,4,54,4,25,51
MEX,CTG,1477,47,1477,7823,9
MEX,CTG,950,68,950,4922,81
MEX,CTG,18,46,18,135,54
MEX,CTG,75,6,85961,5,5582606
MEX,CTG,639,2,195683,2,6455697
MEX,CTG,25000,25000,118434,519530216,8
MEX,CTG,15000,15000,100786,442117818,9
MEX,CTG,55000,55000,400101,1755108807,0
MEX,CTG,3524560,18435,6,67,497291240
MEX,CTG,18700,8268,47,143997011,2
MEX,CTG,2527,27,400,4079,88
MEX,CTG,4594,95,502,5924,28
MEX,CTG,105,12,6,65,728943
MEX,CTG,9,99,11,47878,5
MEX,CTG,1688,72,205,1996,58
MEX,CTG,1977,43,355,3239,21
MEX,CTG,3621,98,76583,4,125564496
MEX,CTG,96,5,22,6,40582
MEX,CTG,1486,35180,149078968,0,0
MEX,CTG,6498,6498,76,31,182126709
MEX,CTG,31166,31166,62,81,1138344534
MEX,CTG,5532,7,5532,71049,23
MEX,CTG,180,66,5,3,5025638
MEX,CTG,54144,5915,5,85,447046718
MEX,CTG,30557,30557,6,28,731357937
MEX,CTG,224400,2580,6,6,35630414
MEX,CTG,16566,98,16566,66864,59
MEX,CTG,21889,99,21889,59107,3
MEX,CTG,37,5,3,41,7
MEX,CTG,372,39,6,42,1731127
MEX,CTG,310,5,32,430,8
MEX,CTG,90,9,137,586149,55
MEX,CTG,15,1,65,35,90141
MEX,CTG,4,44,0,4,93
MEX,CTG,24,3,6,56,125600
MEX,CTG,769,82,70,786,17
MEX,CTG,7998,42,1693,15024,62
MEX,CTG,124,6,19,184,28
MEX,CTG,44220,5876,21,55,238077700
MEX,CTG,145301,51,19657,189506,18
MEX,CTG,278,4,32,380,62
MEX,CTG,3421,48,371,4493,4
MEX,CTG,1119,54,221,1656,55
MEX,CTG,834,29,112,1318,3
MEX,CTG,406,68,406,11302,53
MEX,CTG,221,38,221,3496,83
MEX,CTG,29815,7,29815,174535,8
MEX,CTG,889,45,889,4325,46
MEX,CTG,252,88,252,1385,8
MEX,CTG,19,6,19,117,26
MEX,CTG,1739,55,1739,22609,21
MEX,CTG,24,49,24,229,92
MEX,CTG,367,96,367,6641,76
MEX,CTG,8207,9,8207,43744,49
MEX,CTG,3729,3729,64,82050393,5
MEX,CTG,772,12,772,4519,21
MEX,CTG,123,38,123,838,79
MEX,CTG,27,6,25543,1,2309
MEX,CTG,631,4,141918,7,8951
MEX,CTG,201300,289492,63,0,226204
MEX,CTG,1132,5,1132,34473,88
MEX,CTG,86,82,86,380,79
MEX,CTG,49092,89,49092,101990,14
MEX,CTG,258,4403,45,49,197950182
MEX,CTG,486650,9917,7,39,202622323
MEX,CTG,140616,1223,36,78,30416135
MEX,CTG,96,3,8,93,80447
MEX,CTG,2700,1447,23,16,25408556
MEX,CTG,465600,96079,5,2,0
MEX,CTG,85,60,2,4,1053332
MEX,CTG,50,14,84,6,262351
MEX,CTG,17300,66870,283451899,0,1490
MEX,CTG,59,28,59,258,4
MEX,CTG,1230,148,5,42,7441783
MEX,CTG,297,36,62,43,2413753
MEX,CTG,10,8,56,61,146309
MEX,CTG,1016,1016,3547,14979426,44
MEX,CTG,72194,19,8211,18828,8
MEX,CTG,298,9,47,491,21
MEX,CTG,2856,23,499,4696,71
MEX,CTG,48940,44,11386,27602,64
MEX,CTG,328,64,328,2628,21
MEX,CTG,5,86,5,48,1
MEX,CTG,134,76,134,1078,45
MEX,CTG,8,1,8,67,18
MEX,CTG,12,42,12,133,3
MEX,CTG,3,25,5,83,530491
MEX,CTG,1055,2443,49,282409785,0
MEX,CTG,98,1116,9,28,21171232
MEX,CTG,2470,19241,3,2,0
MEX,CTG,4,58,84,24,1200529
MEX,CTG,120,41,83,94,846986
MEX,CTG,102,399,35,92,8080281
MEX,CTG,171,23,171,743,69
MEX,CTG,16,3,37,95,67515
MEX,CTG,820,39300,72,0,0
MEX,CTG,67,3051,5,25,32239362
MEX,CTG,1,298435,1300997539,1740227,70473
MEX,CTG,2114,6020,7,62,126971574
MEX,CTG,38500,6576,5,81021065,65
MEX,CTG,206,417,84,92,7588473
MEX,CTG,7,148,85,47,2991033
MEX,CTG,13,272,89,86,5752740
MEX,CTG,179,2901,5,19,58442807
MEX,CTG,10257,13934,21,84,257322428
MEX,CTG,28,33,88,84,667251
MEX,CTG,20,110390,469047110,1900,200
MEX,CTG,8626,62,8626,76607,94
MEX,CTG,2031,87,2031,14659,42
MEX,CTG,2,2400,10197600,0,0
MEX,CTG,1984,1984,15647,66486185,1
MEX,CTG,14,3050,12897557,0,0
MEX,CTG,3000,1170,14166,60192693,68
MEX,CTG,4364,9,654,5362,78
MEX,CTG,13,32,1,14,76
MEX,CTG,7410,86,1556,13873,48
MEX,CTG,14002,74,1864,18535,77
MEX,CTG,46607,57,6180,60891,94
MEX,CTG,165,38,215,910578,15
MEX,CTG,36,57,36,409,5
MEX,CTG,2527,43,2527,15628,65982822
MEX,CTG,3,24,3,17,18
MEX,CTG,1683,63,1683,9136,56
MEX,CTG,436,44,436,2632,88
MEX,CTG,494,41,494,3803,44
MEX,CTG,211,16,211,1351,78
MEX,CTG,63,1413,38507,162786220,4
MEX,CTG,925,925,58756,0,0
MEX,CTG,52466,2,52466,536727,57
MEX,CTG,3252,14503,86,96,0
MEX,CTG,34,81,4,49,13
MEX,CTG,4,5,0,5,9
MEX,CTG,1299,233,82,29,9002720
MEX,CTG,1792542,66393,86,1,0
MEX,CTG,84,69132,291881525,0,0
MEX,CTG,38468,147105,14,5,0
MEX,CTG,2000,3602,15243555,0,945
MEX,CTG,420000,420000,477593,2095041092,5245131
MEX,CTG,102000,102000,132053,544548824,9
MEX,CTG,2174,91,2174,12174,29
MEX,CTG,77038,5,77038,240554,55
MEX,CTG,11310,93,11310,28676,15
MEX,CTG,57102,68,57102,175283,77
MEX,CTG,55924,87,55924,152178,74
MEX,CTG,4654622,2722953,87,0,0
MEX,CTG,3000,3000,4660,20443634,13
MEX,CTG,32481,32481,6,4,632086057
MEX,CTG,8504,93,8504,29580,4
MEX,CTG,2345,79,2345,17689,71
MEX,CTG,1265,54000,227475000,0,0
MEX,CTG,3445,91,3445,13810,99
MEX,CTG,7959,120707,93,0,692822
MEX,CTG,2,12,96,54,4817216
MEX,CTG,1,0,18,39,69652
MEX,CTG,3,9,8,26,3375374
MEX,CTG,13,32,49,62,12071811
MEX,CTG,53,53,6,11,19710622
MEX,CTG,1,0,6,83,24775
MEX,CTG,2,0,43,8,161828
MEX,CTG,2,1,66,18,616972
MEX,CTG,6,5,47,38,2032976
MEX,CTG,4,3,5,53,1302663
MEX,CTG,17,17,68,37,6567374
MEX,CTG,8,2,9,5,779821
MEX,CTG,26,4,36,75,1622326
MEX,CTG,48000,91571,62,7,4922717
MEX,CTG,40000,85476,360193299,5727746,2048
MEX,CTG,324750,324750,383614,1616541427,6133652
MEX,CTG,8852,57,8852,71498,56
MEX,CTG,4262,42,4262,9801,14
MEX,CTG,38047,25,38047,402655,13
MEX,CTG,3254,19,3254,38892,1
MEX,CTG,36844,36844,8,2,744032027
MEX,CTG,235,95,235,3326,39
MEX,CTG,6267,2,6267,115703,12
MEX,CTG,23771,2,23771,67960,49
MEX,CTG,51,40000,67272,7,0
MEX,CTG,40000,85544,361174467,1978,78
MEX,CTG,3226,1552,3,32,99053064
MEX,CTG,130000,163742,42,9,2335055
MEX,CTG,410075,410075,496002,2091630641,6918421
MEX,CTG,20740,31524,8,8,1264113
MEX,CTG,71452,99,71452,168842,69
MEX,CTG,33063,65,33063,161061,12
MEX,CTG,8159,61,8159,44987,25
MEX,CTG,9071,96,9071,41276,87
MEX,CTG,100000,155868,45,8,6765085
MEX,CTG,40000,85544,375252443,1978,78
MEX,CTG,12408,12408,101294,428210933,6
MEX,CTG,21560,5,21560,69714,68
MEX,CTG,12176,26,12176,26246,58
MEX,CTG,6535,663386,84,0,736
MEX,CTG,54394,17,54394,264971,52
MEX,CTG,294,573594,2482321449,0,0
MEX,CTG,673,34000,144466000,0,0
MEX,CTG,550,550,20655,87766961,59
MEX,CTG,282,91,282,4855,20628895
MEX,CTG,5200,5200,11372,48320817,72
MEX,CTG,4532,18,4532,40465,92
MEX,CTG,2808,46,2808,25885,6
MEX,CTG,161600,161600,194009,819830621,4
MEX,CTG,597000,597000,755856,3203630788,11868821
MEX,CTG,16759,96,16759,72634,9
MEX,CTG,73382,28,73382,230454,12
MEX,CTG,98265,6,98265,172513,8
MEX,CTG,55886,18,55886,203983,57
MEX,CTG,257327,12,257327,631278,69
MEX,CTG,24507,2,24507,558980,76
MEX,CTG,19458,19458,1005842,4273823805,0
MEX,CTG,17424,17424,232835,989318039,5
MEX,CTG,1411,92,1411,10781,76
MEX,CTG,10462,8,10462,101211,2
MEX,CTG,3000,3000,5154,21764240,63
MEX,CTG,8943,33,8943,40465,64
MEX,CTG,41,39000,67398,295655400,7
MEX,CTG,1,46985,206107220,0,0
MEX,CTG,75000,91866,38,9,4098442
MEX,CTG,15,15,20,87650,57
MEX,CTG,158,158,36,58,0
MEX,CTG,5,254,62,38,0
MEX,CTG,101,101,37,158445,27
MEX,CTG,42091,1,42091,172881,59
MEX,CTG,145965,145965,376132,1598187205,3247478
MEX,CTG,558,65,558,10469,56
MEX,CTG,17353,51,17353,137408,96
MEX,CTG,23220,12118,49,6,190466418
MEX,CTG,11808,11808,254226,1115204078,0
MEX,CTG,49200,5089,5,114806430,0
MEX,CTG,22284,291,12030,51154683,7
MEX,CTG,50,270,6516,44,0
MEX,CTG,16,93,12,1088535,4
MEX,CTG,111150,53210,3,2,854687695
MEX,CTG,9600,450,5934,25154861,86
MEX,CTG,4673,1276,4719,20003429,85
MEX,CTG,82204,41,82204,1685911,1
MEX,CTG,6,145,1567,6643973,48
MEX,CTG,2,1,5,27,0
MEX,CTG,53340,30712,48,456648528,5534863
MEX,CTG,2400,546,1,11727240,159936
MEX,CTG,58320,6935,22,148681008,26244
MEX,CTG,3492,22,6,64,4893318
MEX,CTG,15,81,1954,8302758,45
MEX,CTG,36456,18800,51,8,282644786
MEX,CTG,7800,2020,2,36958608,96
MEX,CTG,40104,18800,24,88,286903175
MEX,CTG,2203,5,2203,47456,93
MEX,CTG,7284,108336,89,92,555724734
MEX,CTG,41500,76160,332011904,0,0
MEX,CTG,28451,30043,17,59,982605737
MEX,CTG,991497,7500,88,39,506467927
MEX,CTG,100,1417,6025211,0,0
MEX,CTG,120,7513,2,58,0
MEX,CTG,6350,6350,109894,467282154,9
MEX,CTG,11814,31,11814,212621,38
MEX,CTG,4687,59,4687,84355,93
MEX,CTG,3046,34,3046,54828,2
MEX,CTG,23301,93,23301,419362,64
MEX,CTG,3080,123,2,52,4790064
MEX,CTG,59926,15295,9,57,221320106
MEX,CTG,6090,1404,6,6,588270
MEX,CTG,9120,571,86,95,22810412
MEX,CTG,1,14217,5,77,0
MEX,CTG,1894,6895,88,9,200278073
MEX,CTG,1,80,348752,0,0
MEX,CTG,10072,116231,54,1,567372123
MEX,CTG,31100,57120,242123112,0,0
MEX,CTG,22122,20311,6,76,610232306
MEX,CTG,102,108,97,32,15189912
MEX,CTG,14750,2330,5,84681083,4
MEX,CTG,11106,33926,49,5,938659633
MEX,CTG,1330,5460,23048789,0,0
MEX,CTG,54,4,86,23,162051
MEX,CTG,16920,114,88,97,4998018
MEX,CTG,2,0,2,24,1017
MEX,CTG,33,0,3,95,8265
MEX,CTG,23,10,58,54,4755564
MEX,CTG,12,0,6,31,81852
MEX,CTG,37,45,28,96,7121316
MEX,CTG,13797,434,98,19,35156537
MEX,CTG,20,17,104,442790,27
MEX,CTG,16,17,6,61,621457
MEX,CTG,23,0,84,1,25856
MEX,CTG,27,2,16,12,276033
MEX,CTG,183,59,68,89,444612
MEX,CTG,5000,140,97,43,1865019
MEX,CTG,19100,22,96,25,1185970
MEX,CTG,326840,3725,71,61,165925386
MEX,CTG,2815,13,2815,13623,7
MEX,CTG,140,54,140,1353,16
MEX,CTG,165181,456,41,1,112991070
MEX,CTG,20,20,20,86964,19
MEX,CTG,3,11,2657,5656,46
MEX,CTG,25,25,110,462664,6
MEX,CTG,53,53,568,2378598,51
MEX,CTG,60,60,4112,17217361,95
MEX,CTG,3,3,26,109532,18
MEX,CTG,1300,32,1300,11637,8
MEX,CTG,275,275,7688,32189900,36
MEX,CTG,303,1,303,965,82
MEX,CTG,477,7,477,2334,18
MEX,CTG,1500,31,65,82,2909218
MEX,CTG,284,14,284,986,69
MEX,CTG,5500,1098,29,53,15448099
MEX,CTG,13,94,13,962,5
MEX,CTG,40000,402,73,76,34085443
MEX,CTG,7804,52,7804,88764,73
MEX,CTG,2504,72,2504,126351,97
MEX,CTG,926,36,926,29470,97
MEX,CTG,328,2,328,9000,4
MEX,CTG,7635,39,7635,85976,4
MEX,CTG,29,39,29,110,4
MEX,CTG,998,99,998,5609,76
MEX,CTG,316,5,316,1526,21
MEX,CTG,1575,41,1575,31082,79
MEX,CTG,315,77,315,10555,5
MEX,CTG,12,13,12,404,65
MEX,CTG,1947,97,1947,28409,86
MEX,CTG,940,92,940,1628,83
MEX,CTG,950,6,950,9166,2
MEX,CTG,940,54,940,5832,3
MEX,CTG,1286,3,1286,15063,49
MEX,CTG,95,9,95,836,76
MEX,CTG,153852,58522,53,8,597291266
MEX,CTG,55782,35545,1,68,1148480987
MEX,CTG,7575,21724,5,26,541594372
MEX,CTG,2344,98,2344,43301,9
MEX,CTG,5969,7,5969,207456,18
MEX,CTG,0,21,0,21,54
MEX,CTG,21,24,21,622,24
MEX,CTG,28,93,28,826,58
MEX,CTG,4714,22,4714,103213,76
MEX,CTG,50,14,50,446,48
MEX,CTG,266,266,912,3869646,16
MEX,CTG,200462,1603,7,8,38216831
MEX,CTG,20400,24007,88,62,0
MEX,CTG,160,6,43,47,684450
MEX,CTG,12,0,22,24,124607
MEX,CTG,36,0,74,391458,9
MEX,CTG,100,0,98,62,521785
MEX,CTG,50,0,44,35,252686
MEX,CTG,2200,4226,17913380,0,600
MEX,CTG,76862,2406,72,99,51037237
MEX,CTG,460,460,2471,10460117,92
MEX,CTG,108,108,733,3216430,71
MEX,CTG,323,8,323,1878,1
MEX,CTG,31,3,31,309,66
MEX,CTG,192,192,969,4251463,13
MEX,CTG,18,7,18,413,15
MEX,CTG,67,36,67,791,95
MEX,CTG,137,54,137,927,96
MEX,CTG,18,18,316,1389430,68
MEX,CTG,207,56,207,1719,6
MEX,CTG,63,63,1179,5175074,4
MEX,CTG,58,31,58,459,27
MEX,CTG,153,153,863,3786696,51
MEX,CTG,59,79,59,979,28
MEX,CTG,14,14,186,76,0
MEX,CTG,4609,27,4609,8659,71
MEX,CTG,52,79,52,181,52
MEX,CTG,15462,4565,5,94,88027017
MEX,CTG,30150,4282,2,17,2518416
MEX,CTG,46206,3767,2,5,86144086
MEX,CTG,46398,2784,19209,81621717,87
MEX,CTG,2600,572,58,247249,31
MEX,CTG,40032,2297,67,48,68486641
MEX,CTG,201,15500,65859500,0,0
MEX,CTG,10857,61,10857,78615,75
MEX,CTG,2506,91,2506,121870,8
MEX,CTG,2131,17,2131,63503,38
MEX,CTG,1214,99,1214,35427,45
MEX,CTG,9675,77,9675,149186,46
MEX,CTG,219,71,219,804,25
MEX,CTG,951,98,951,4776,98
MEX,CTG,257,23,257,1256,4
MEX,CTG,251,34,251,6425,72
MEX,CTG,257,257,67,32,53222423
MEX,CTG,205,37,205,7672,21
MEX,CTG,32,39,32,1094,26
MEX,CTG,2739,18,2739,29189,82
MEX,CTG,191,8,191,541,1
MEX,CTG,387,72,387,5973,17
MEX,CTG,400,69,400,2046,38
MEX,CTG,170000,4866,73,14,63236998
MEX,CTG,30000,37,45,28,1299145
MEX,CTG,123324,1451,27,74,58541685
MEX,CTG,1368,7,1368,6136,1
MEX,CTG,16,35,16,160,69
MEX,CTG,42300,107,77,46,34511262
MEX,CTG,1524,34,1524,4278,18098549
MEX,CTG,101,101,263,43,2599
MEX,CTG,737,79,737,9016,11
MEX,CTG,55,96,55,1283,6
MEX,CTG,15,12,15,135,69
