DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,BOG,1013362,33002,253198
USA,BOG,20400,384,3574
USA,BOG,191144,3827,22246
USA,BOG,19560,1411,10581
USA,BOG,28488,760,6430
USA,BOG,25056,6825,94
USA,BOG,350,185,5
USA,BOG,141027,15764,37
USA,BOG,2031,9,2031
USA,BOG,40166,636,3480
USA,BOG,4,46,15
USA,BOG,800,199,4
USA,BOG,4,46,37
USA,BOG,2684,51,2684
USA,BOG,1248,86,1248
USA,BOG,908,5,908
USA,BOG,1455,83,1455
USA,BOG,16560,27,16560
USA,BOG,8750,599,2907
USA,BOG,35,9,72
USA,BOG,2158,125,890
USA,BOG,42370,1588,8921
USA,BOG,510,24,3570
USA,BOG,1,132,9550
USA,BOG,4,179,6
USA,BOG,15595,675,5665
USA,BOG,2800,72,364
USA,BOG,17350,441,2591
USA,BOG,1500,37,5
USA,BOG,870,44,9195
USA,BOG,1006,48,29
USA,BOG,294,25,52
USA,BOG,160,5,54
USA,BOG,160,7,72
USA,BOG,456116,17609,116888
USA,BOG,2345789,59436,309904
USA,BOG,2547485,77903,410252
USA,BOG,599,219,1016
USA,BOG,25717,986,7029
USA,BOG,11508,932,5
USA,BOG,62044,3866,12196
USA,BOG,237111,13840,36047
USA,BOG,40,6,17
USA,BOG,271615,24977,160489
USA,BOG,39,39,300
USA,BOG,90,90,72
USA,BOG,119320,101256,2
USA,BOG,472824,12194,5
USA,BOG,21900,262,86
USA,BOG,13800,250,1749
USA,BOG,60,9,30
USA,BOG,19520,3650,9
USA,BOG,300,16,240
USA,BOG,122653,13111,34
USA,BOG,2556,2556,21463
USA,BOG,3685,3685,27071
USA,BOG,1967,1967,10722
USA,BOG,18098,18098,64
USA,BOG,109,25,109
USA,BOG,2290,1,2290
USA,BOG,679,679,4046
USA,BOG,6179,33,6179
USA,BOG,6,2,120
USA,BOG,5,4,350
USA,BOG,1,30,1800
USA,BOG,34,66,34
USA,BOG,13,6,13
USA,BOG,379,27,379
USA,BOG,300,36,54
USA,BOG,30,0,6
USA,BOG,15,25,15
USA,BOG,8125,221,1950
USA,BOG,500,131,700
USA,BOG,340,178,607
USA,BOG,648,190,1018
USA,BOG,360,148,892
USA,BOG,200,145,1080
USA,BOG,322,96,1143
USA,BOG,160,49,297
USA,BOG,2540,172,355
USA,BOG,752,48,362
USA,BOG,9500,120,2467
USA,BOG,700,8,119
USA,BOG,2500,36,720
USA,BOG,102,102,718
USA,BOG,1806038,66404,433680
USA,BOG,4898,1134,4377
USA,BOG,19832,1551,8354
USA,BOG,65838,17644,107434
USA,BOG,54432,11838,95616
USA,BOG,11748,3213,63439
USA,BOG,1224,42,306
USA,BOG,605472,21694,84766
USA,BOG,1632,49,342
USA,BOG,50169,16552,92156
USA,BOG,2,66,2
USA,BOG,4,33,4
USA,BOG,3200,639,2717085
USA,BOG,7670,1786,5
USA,BOG,10612,10612,8
USA,BOG,886,38059,2
USA,BOG,200,38,161579
USA,BOG,110835,3059,3
USA,BOG,26059,1025,7
USA,BOG,2810,36,2810
USA,BOG,1607,3,1607
USA,BOG,1545,17,1545
USA,BOG,1559,64,1559
USA,BOG,12940,5,12940
USA,BOG,400,96,407904
USA,BOG,730,189,8
USA,BOG,13700,2190,6
USA,BOG,69660,2772,18035
USA,BOG,15900,5,2226
USA,BOG,10750,322,5
USA,BOG,11974,6480,5
USA,BOG,300,25,39
USA,BOG,13348,1525,2124
USA,BOG,300,25,96
USA,BOG,27346,8691,25
USA,BOG,250,62,5
USA,BOG,4860,158,750
USA,BOG,9052,288,1373
USA,BOG,20,110,466273
USA,BOG,100,9,15
USA,BOG,700,16,147
USA,BOG,2435,79,1119
USA,BOG,11582,2,89181
USA,BOG,323937,10468,113079
USA,BOG,32115,173,9383
USA,BOG,2500,24,400
USA,BOG,344,32,26
USA,BOG,140867,4684,1755
USA,BOG,1655,164,1180
USA,BOG,240,12,70
USA,BOG,385351,11943,62922
USA,BOG,300,4,90
USA,BOG,283340,107152,1093361
USA,BOG,874,63,874
USA,BOG,5473,18099,9
USA,BOG,300,6,25383
USA,BOG,42000,2436,10305765
USA,BOG,6750,2140,9092860
USA,BOG,7600,1220,5184646
USA,BOG,3525,624,25
USA,BOG,29080,869,4176
USA,BOG,38596,1074,7696
USA,BOG,20000,4,2255
USA,BOG,1,5,92
USA,BOG,280,63,44
USA,BOG,1,9,26
USA,BOG,1008518,44604,55
USA,BOG,449066,10496,25
USA,BOG,211280,3505,49563
USA,BOG,355333,10579,57633
USA,BOG,1187235,16951,5
USA,BOG,32427,28359,25
USA,BOG,45878,4085,18324
USA,BOG,294409,8885,84323
USA,BOG,14000,2164,9052822
USA,BOG,10750,254,1716
USA,BOG,95962,14708,5
USA,BOG,260,5,150
USA,BOG,394480,11630,122567
USA,BOG,12400,1004,6318
USA,BOG,300,15,88
USA,BOG,400,27,126
USA,BOG,160,9,51
USA,BOG,17880,700,2197
USA,BOG,100,2,38
USA,BOG,120,11,39
USA,BOG,2980,496,1373
USA,BOG,67678,7965,101765
USA,BOG,150,150,890
USA,BOG,10240,24891,3
USA,BOG,1,2,50
USA,BOG,205,60,4521
USA,BOG,200,60,3600
USA,BOG,4392,171,1121
USA,BOG,60360,1395,8450
USA,BOG,179561,5781,26942
USA,BOG,80,18,72
USA,BOG,13714,796,3617
USA,BOG,1600,21,304
USA,BOG,1500,24,295
USA,BOG,620,28,388
USA,BOG,350,7,71
USA,BOG,620,31,136
USA,BOG,200,25,80
USA,BOG,450,7,94
USA,BOG,325,325,3702
USA,BOG,19487896,711945,4564721
USA,BOG,5104853,182875,1
USA,BOG,11032616,354370,68
USA,BOG,1186741,183711,863545
USA,BOG,329716,67238,88
USA,BOG,344729,41743,83
USA,BOG,581499,37394,125545
USA,BOG,5849,2351,12602
USA,BOG,8866574,345140,6
USA,BOG,1033499,45466,218406
USA,BOG,260,25,110
USA,BOG,7106765,1721449,89
USA,BOG,5740,16,5740
USA,BOG,518,82,518
USA,BOG,27,66,27
USA,BOG,29,25,29
USA,BOG,7,82,7
USA,BOG,81,72,81
USA,BOG,3060,1612,7071295
USA,BOG,1433,86,1433
USA,BOG,16415,16415,157242
USA,BOG,6962,39,6962
USA,BOG,4397800,348365,96
USA,BOG,2738646,127094,1099649
USA,BOG,72860,1359,9782
USA,BOG,1214919,25792,32
USA,BOG,5,2,100
USA,BOG,5975,236,572
USA,BOG,7858,1447,2098
USA,BOG,99110,6711,60900
USA,BOG,9333,176,11560
USA,BOG,630,12,129
USA,BOG,706092,19901,137664
USA,BOG,104260,4347,28123
USA,BOG,9590,592,3160
USA,BOG,1333682,99683,1
USA,BOG,23825,41,23825
USA,BOG,29542,42,29542
USA,BOG,1813,1813,9192
USA,BOG,18972,33,18972
USA,BOG,136,3039,95
USA,BOG,163,163,1
USA,BOG,2040,54,2040
USA,BOG,26356,48,26356
USA,BOG,17101,54,17101
USA,BOG,346580,17,346580
USA,BOG,15,79,15
USA,BOG,5,86,5
USA,BOG,4,9,4
USA,BOG,75,34,75
USA,BOG,34,81,34
USA,BOG,78,55,78
USA,BOG,500,166,36
USA,BOG,92480,2268,14
USA,BOG,92448,977,48
USA,BOG,79,42,3
USA,BOG,123,65,43
USA,BOG,674,54,1432
USA,BOG,254,254,6930
USA,BOG,76,76,874
USA,BOG,0,1,0
USA,BOG,404,404,51
USA,BOG,302,44,302
USA,BOG,6000,80,720
USA,BOG,9576,141,28
USA,BOG,4872,409,6
USA,BOG,602,602,3046
USA,BOG,7,7,5
USA,BOG,56,56,264
USA,BOG,3108,3108,12194
USA,BOG,213,6,213
USA,BOG,2031,39,2031
USA,BOG,301,38,301
USA,BOG,1483,4,1483
USA,BOG,2063,15,2063
USA,BOG,22740,68,22740
USA,BOG,1158,19172,75
USA,BOG,4,19,43
USA,BOG,4,18,75
USA,BOG,7,32,85
USA,BOG,12,71,21
USA,BOG,2,12,3
USA,BOG,1,12,3
USA,BOG,2132,42,14
USA,BOG,246,6,24
USA,BOG,2238,51,24
USA,BOG,200,2,8773
USA,BOG,310,34,43
USA,BOG,1892,53,76
USA,BOG,36,84,11
USA,BOG,6391,520,91
USA,BOG,23,3,5
USA,BOG,26,26,14
USA,BOG,0,5,0
USA,BOG,3,26,2
USA,BOG,1,11,3
USA,BOG,5393,53,5393
USA,BOG,3991,37,3991
USA,BOG,7,7,84
USA,BOG,6,125036,91
USA,BOG,28055,48,28055
USA,BOG,131312,49,131312
USA,BOG,1545,1545,46
USA,BOG,6500,6500,35035
USA,BOG,70699,52,70699
USA,BOG,213,11978,7
USA,BOG,10,50,343
USA,BOG,40227,1650,13838
USA,BOG,36,100,1126
USA,BOG,41589,2220,17266
USA,BOG,120,150,412
USA,BOG,90609,2885,24260
USA,BOG,1,197,576
USA,BOG,2,104,891
USA,BOG,15,16,54
USA,BOG,147,77,78
USA,BOG,80,27,27
USA,BOG,129,211,33
USA,BOG,25,11,63
USA,BOG,656,11300,48013700
USA,BOG,656,52,48
USA,BOG,72,72,2323
USA,BOG,26150,1339,10055
USA,BOG,360,63,342
USA,BOG,1600,467,820
USA,BOG,1514,453,5872
USA,BOG,258,1628,9
USA,BOG,1172,5,1172
USA,BOG,502,5,502
USA,BOG,150,150,2052
USA,BOG,250,250,3580
USA,BOG,4,29,9
USA,BOG,1,5,53
USA,BOG,63,219,2175
USA,BOG,15260,5,3357
USA,BOG,17450,9,3357
USA,BOG,544,1360,5778640
USA,BOG,1010,1,34
USA,BOG,5193,5193,69
USA,BOG,143140,5,30469
USA,BOG,145,67,54
USA,BOG,1260,586,94
USA,BOG,631,10890,46271610
USA,BOG,114,53,1
USA,BOG,1090,507,75
USA,BOG,1985,924,66
USA,BOG,855,115,83
USA,BOG,50,969,4224258
USA,BOG,45,1,45
USA,BOG,2449,89,2449
USA,BOG,5470,2,48000
USA,BOG,52,7,86
USA,BOG,72,10,88
USA,BOG,52,7,86
USA,BOG,120,18,13
USA,BOG,13,1,96
USA,BOG,15,2,27
USA,BOG,40,6,4
USA,BOG,18,1,67
USA,BOG,54,369,1554412
USA,BOG,4,0,37
USA,BOG,3,0,28
USA,BOG,6,0,56
USA,BOG,3,0,28
USA,BOG,14,1,3
USA,BOG,6,0,54
USA,BOG,25,3,12
USA,BOG,15,88,393
USA,BOG,20,2,5
USA,BOG,12,1,5
USA,BOG,5,0,62
USA,BOG,3,0,38
USA,BOG,20,2,5
USA,BOG,20,2,5
USA,BOG,138,20,55
USA,BOG,1346,98,91
USA,BOG,36,16,12
USA,BOG,56,16,12
USA,BOG,111,16,12
USA,BOG,50,16,12
USA,BOG,126,34,65
USA,BOG,40,19,83
USA,BOG,79,16,12
USA,BOG,1456,158,94
USA,BOG,788,99,95
USA,BOG,270,31,29
USA,BOG,29,3,33
USA,BOG,196,37,6
USA,BOG,93,11,95
USA,BOG,82,16,12
USA,BOG,81,9,31
USA,BOG,400,75,2
USA,BOG,182,20,91
USA,BOG,71,18,53
USA,BOG,985,95,95
USA,BOG,988,139,87
USA,BOG,17,16,12
USA,BOG,310,22,13
USA,BOG,48,7,14
USA,BOG,20371,65,16107218
USA,BOG,4,0,43
USA,BOG,6,0,65
USA,BOG,7,0,76
USA,BOG,9,0,97
USA,BOG,198,21,36
USA,BOG,4,0,43
USA,BOG,16,1,73
USA,BOG,182,26,16
USA,BOG,18,1,95
USA,BOG,6,0,65
USA,BOG,16,1,73
USA,BOG,188,28,11
USA,BOG,3,0,32
USA,BOG,8,0,86
USA,BOG,10,1,8
USA,BOG,11,1,19
USA,BOG,31,3,35
USA,BOG,28,3,3
USA,BOG,4,0,43
USA,BOG,34,5,6
USA,BOG,40,10,43
USA,BOG,96,7,53
USA,BOG,178,25,43
USA,BOG,694,113,53
USA,BOG,858,133,4
USA,BOG,488,59,66
USA,BOG,213,30,59
USA,BOG,8,0,96
USA,BOG,128,17,44
USA,BOG,177,21,72
USA,BOG,37,2,86
USA,BOG,717,92,82
USA,BOG,41,3,9
USA,BOG,1,0,11
USA,BOG,1131,165,21
USA,BOG,733,115,85
USA,BOG,14,1,75
USA,BOG,4,0,6
USA,BOG,14,2,62
USA,BOG,26,4,51
USA,BOG,13,2,48
USA,BOG,58,8,64
USA,BOG,12,1,5
USA,BOG,55,6,66
USA,BOG,8,0,86
USA,BOG,53,9,46
USA,BOG,66,11,69
USA,BOG,282,135,48
USA,BOG,4174,2005,25
USA,BOG,471,226,28
USA,BOG,113,9,2875
USA,BOG,952,3134,41
USA,BOG,60,60,1464
USA,BOG,267,13,267
USA,BOG,1446,21,1446
USA,BOG,12330,66,12330
USA,BOG,714,714,4753
USA,BOG,88,17,88
USA,BOG,1648,1648,64
USA,BOG,7996,7996,28367
USA,BOG,6412,6412,19224
USA,BOG,34813,81,34813
USA,BOG,39,86,39
USA,BOG,2179,855,8
USA,BOG,7180,2819,95
USA,BOG,385,151,21
USA,BOG,60,23,57
USA,BOG,32,830,3640927
USA,BOG,1524,1,16329
USA,BOG,6408,85,101985
USA,BOG,30052,6230,7
USA,BOG,1086,325,12731
USA,BOG,71,53,86
USA,BOG,35,6,8500
USA,BOG,21,2,84
USA,BOG,5,2,74
USA,BOG,40,40,1
USA,BOG,345,123,95
USA,BOG,150,53,89
USA,BOG,270,97,1
USA,BOG,230,66,54
USA,BOG,17,9,24
USA,BOG,44,23,73
USA,BOG,20,10,81
USA,BOG,188,101,93
USA,BOG,6,3,29
USA,BOG,18,9,71
USA,BOG,22,11,85
USA,BOG,1,0,55
USA,BOG,25,13,61
USA,BOG,1085,282,25
USA,BOG,350,125,75
USA,BOG,47,6,56
USA,BOG,40,4,2
USA,BOG,12,8,2196
USA,BOG,106,68,34
USA,BOG,31,29,6
USA,BOG,8,5,6
USA,BOG,4637,1056,51
USA,BOG,1710122,580,4
USA,BOG,1473,56,1473
USA,BOG,40,1410,94
USA,BOG,656,74,656
USA,BOG,200,34,200
USA,BOG,2242,9,2242
USA,BOG,24,24,9933
USA,BOG,1286,16718,70241178
USA,BOG,100,1600,6647903
USA,BOG,3582,964,99
USA,BOG,192,53,35
USA,BOG,1388,366,5
USA,BOG,2642,841,24
USA,BOG,204,64,96
USA,CTG,83934,17127,701859
EST,BOG,11402,8702,2
EST,BOG,3510,2456,4
EST,BOG,4930,3768,7
EST,BOG,4001,660,2680147
EST,BOG,17200,542,2836
EST,BOG,73400,2093,11277
EST,BOG,80,33,208
EST,BOG,13222,3228,17138
EST,BOG,90,32,81
EST,BOG,1311,200,1247
EST,BOG,24100,142,5
EST,BOG,1000,15,204
EST,BOG,3200,36,512
EST,BOG,20800,650,3286
EST,BOG,650,12,256
PHL,BOG,1346,4,4725
PHL,BOG,5,231,5168
PHL,BOG,97,20,7
PHL,BOG,11,4100,17379285
PHL,BOG,190,63,190
PHL,BOG,388,41,388
PHL,BOG,154,13,154
PHL,BOG,400,34,96
PHL,BOG,480,24,67
PHL,BOG,1242,435,5
FIN,BOG,14400,442,2142
FIN,BOG,12800,395,1904
FIN,BOG,1328,4032,17687013
FIN,BOG,711600,24,111703
FIN,BOG,21947,923,4188
FIN,BOG,16221,1315,6700
FIN,BOG,350,92,54
FIN,BOG,5,6,4473
FIN,BOG,75,4442,1
FRA,BOG,35000,18858,4
FRA,BOG,400,75,184
FRA,BOG,37518,19108,4
FRA,BOG,480,299,4
FRA,BOG,480,247,8
FRA,BOG,6415,3550,55
FRA,BOG,3710,2035,8
FRA,BOG,12,0,86
FRA,BOG,227,16,3
FRA,BOG,34,2,44
FRA,BOG,92,22,1039
FRA,BOG,1339,405,35331
FRA,BOG,80,8,75
FRA,BOG,8,15,8
FRA,BOG,450,214,5
FRA,BOG,274,274,1611
FRA,BOG,767,26,767
FRA,BOG,2340,2340,12604
FRA,BOG,51,2661,11253172
FRA,BOG,143,143,8
FRA,BOG,1960900,58906,79
FRA,BOG,2,7000,29549730
FRA,BOG,19282,8,5097
FRA,BOG,36,5,1910
FRA,BOG,31075,1311,9557
FRA,BOG,23420,1608,2534
FRA,BOG,15600,422,1989
FRA,BOG,3600,113,678
FRA,BOG,61125,61125,126122
FRA,BOG,9377,9377,47671
FRA,BOG,1010,1010,5570
FRA,BOG,755,755,3181
FRA,BOG,1452,59,1452
FRA,BOG,156,156,851
FRA,BOG,4278,4278,18184
FRA,BOG,45820,8121,4
FRA,BOG,550,159,5
FRA,BOG,7300,1157,4
FRA,BOG,1776,3315,2
FRA,BOG,16,16,154
FRA,BOG,472,472,15
FRA,BOG,18400,96,8170
FRA,BOG,2,2,8
FRA,BOG,1,2,8
FRA,BOG,1,0,43
FRA,BOG,265,159781,39
FRA,BOG,236,116,81
FRA,BOG,77,2,933
FRA,BOG,11800,1888,7666847
FRA,BOG,33200,937,3984
FRA,BOG,1440,47,244
FRA,BOG,4960,1103,6
FRA,BOG,39980,1307,7956
FRA,BOG,14,3,99
FRA,BOG,2,0,57
FRA,BOG,4,1,14
FRA,BOG,14020,14020,30865
FRA,BOG,840,840,3200
FRA,BOG,510,510,2322
FRA,BOG,390,390,1434
FRA,BOG,300,300,542
FRA,BOG,700,87,700
FRA,BOG,39,8917,22
FRA,BOG,18000,99680,437262268
FRA,BOG,21160,539,3302
FRA,BOG,7950,587,1323
FRA,BOG,2400,360,1519700
FRA,BOG,35,22,75
FRA,BOG,3600,19480,85452136
FRA,BOG,600,5910,24895875
FRA,BOG,640,640,5696
FRA,BOG,95,95,741
FRA,BOG,305,305,2220
FRA,BOG,5,5354,62
FRA,BOG,4400,55,506
FRA,BOG,2160,22,5
FRA,BOG,52880,7647,6
FRA,BOG,308,308,2587
FRA,BOG,2,89,2
FRA,BOG,6,53,6
FRA,BOG,6,53,6
FRA,BOG,68640,96,10626
FRA,BOG,11040,255,1771
FRA,BOG,300,10,84
FRA,BOG,8100,536,1335
FRA,BOG,870,1608,5
FRA,BOG,2232,15257,1
FRA,BOG,727,84,727
FRA,BOG,1084,15,1084
FRA,BOG,3113,3113,6
FRA,BOG,2110,2991,84
FRA,BOG,1694,13,1088407
FRA,BOG,1173,1173,5
GEO,BOG,18970,12025,4
GEO,BOG,90,0,9
GEO,BOG,477,477,63
GHA,BOG,31,1000,4238850
GRD,BOG,1225,630,5
GRD,BOG,100,25,106302
GRD,BOG,570,188,1
GRD,BOG,400,160,680334
GRD,BOG,85,64,4
GRD,BOG,5,54,229612
GRD,BOG,42,15,56
GRD,BOG,181,67,8
GRD,BOG,399,147,87
GRD,BOG,30,11,12
GRD,BOG,341,126,37
GRD,BOG,400,31,296
GRD,BOG,164,79,99
GRD,BOG,313,91,17
GRD,BOG,1920,553,8
GRD,BOG,70,20,29
GRD,BOG,867,247,47
GRD,BOG,400,32,380
GRD,BOG,37,38,49
GRD,BOG,237,246,51
GRC,BOG,12,5,9
GRC,BOG,683,192,87
GRC,BOG,21,5,13
GRC,BOG,22,4,1
GLP,BOG,9400,461,1410
GLP,BOG,2000,98,500
GLP,BOG,4600,440,4503
GLP,BOG,2600,303,1349
GLP,BOG,4800,80,676
GLP,BOG,4600,80,685
GLP,BOG,5368,130,1299
GLP,BOG,1200,200,1135
GLP,BOG,2120,70,606
GLP,BOG,1200,30,336
GLP,BOG,600,8,192
GLP,BOG,1200,47,5
GLP,BOG,708,30,5
GLP,BOG,750,12,150
GLP,BOG,320,20,155
GLP,BOG,1440,65,1092
GLP,BOG,141,141,1414
GLP,BOG,3800,56,3495
GLP,BOG,310,4,108
GLP,BOG,1000,12,300
GLP,BOG,3094,80,1485
GLP,BOG,750,8,367
GLP,BOG,440,12,220
GLP,BOG,170,8,221
GLP,BOG,12,12,263
GLP,BOG,31,31,210
GUM,BOG,2400,20,326
GUM,BOG,425,85,430
GUM,BOG,1920,60,522
GUM,BOG,1500,548,2328452
GTM,BOG,153,29,86
GTM,BOG,14,2,73
GTM,BOG,4,0,78
GTM,BOG,4,0,78
GTM,BOG,2,0,39
GTM,BOG,12,2,34
GTM,BOG,300,76,5966
GTM,BOG,18,3,52
GTM,BOG,5,49,5
GTM,BOG,132,2792,49
GTM,BOG,54,27,54
GTM,BOG,141,1,141
GTM,BOG,15,98,15
GTM,BOG,1,100,424900
GTM,BOG,342,92,342
GTM,BOG,509,509,9
GTM,BOG,4120,59,4
GTM,BOG,130,4,6
GTM,BOG,2113,275,5899
GTM,BOG,365,382,5
GTM,BOG,30000,159,8848
GTM,BOG,33,22,6930
GTM,BOG,13197,6205,17
GTM,BOG,260,260,4
GTM,BOG,366,14,366
GTM,BOG,91,91,8
GTM,BOG,1689,17,1689
GTM,BOG,620,620,24427
GTM,BOG,250,3401,27
GTM,BOG,123,26,123
GTM,BOG,1950,562,64
GTM,BOG,24,7,35
GTM,BOG,20,20,44
GTM,BOG,2,0,42
GTM,BOG,28,5,37
GTM,BOG,19,3,5
GTM,BOG,105,20,1
GTM,BOG,156,29,83
GTM,BOG,76,14,88
GTM,BOG,820,151,35
GTM,BOG,17,3,5
GTM,BOG,160,28,93
GTM,BOG,869,189,6
GTM,BOG,381,70,8
GTM,BOG,1909,89,4713
GTM,BOG,5,0,92
GTM,BOG,259,49,4
GTM,BOG,432,81,85
GTM,BOG,168,32,25
GTM,BOG,89,16,21
GTM,BOG,1974,369,44
GTM,BOG,746,140,3
GTM,BOG,385,72,4
GTM,BOG,6,1,8
GTM,BOG,8,1,61
GTM,BOG,21,3,79
GTM,BOG,4,0,81
GTM,BOG,2,0,37
GTM,BOG,2,0,39
GTM,BOG,224,40,97
GTM,BOG,75,15,16
GTM,BOG,4078,1228,24
GTM,BOG,188,38,33
GTM,BOG,118,36,85
GTM,BOG,20,3,57
GTM,BOG,2,0,35
GTM,BOG,241,47,68
GTM,BOG,16,2,97
GTM,BOG,1,0,18
GTM,BOG,165,32,24
GTM,BOG,835,208,87
GTM,BOG,7,48,9
GTM,BOG,17,1439,29
GTM,BOG,5,57,5
GTM,BOG,24,30,31
GTM,BOG,500,8500,36030225
GTM,BOG,16,60,49
GTM,BOG,1600,12,7634
GTM,BOG,1118,273,64
GTM,BOG,30,44,18
GTM,BOG,98,99,98
GTM,BOG,20,2026,8227241
GTM,BOG,6,3,75
GTM,BOG,2,1,25
GTM,BOG,4,4,11
GTM,BOG,6,2750,11637917
GTM,BOG,32,32,1017
GTM,BOG,1,1000,4201530
GTM,BOG,280000,2034,75
GTM,BOG,24,632,2
GTM,BOG,296100,553,44
GTM,BOG,195000,174,6
GTM,BOG,551,1179,4989492
GTM,BOG,132,64,132
GTM,BOG,339,32,339
GTM,BOG,625,625,16525
GTM,BOG,40000,51,3043
GTM,BOG,3010,17815,47
GTM,BOG,54,61,54
GTM,BOG,1656,37,1656
GTM,BOG,13,53,13
GTM,BOG,11,7,11
GTM,BOG,362,76,362
GTM,BOG,23,51,23
GTM,BOG,29,3,29
GTM,BOG,6,27,6
GTM,BOG,3,83,3
GTM,BOG,297,95,297
GTM,BOG,1122,68,1122
GTM,BOG,3,27,3
GTM,BOG,79,46,79
GTM,BOG,600,25975,108346901
GTM,BOG,694,18341,61
GTM,BOG,1153,1153,3
GTM,BOG,351,99,351
GTM,BOG,29,55,29
GTM,BOG,101,97,101
GTM,BOG,326,326,8
GTM,BOG,30,1650,6982750
GTM,BOG,286,5011,25
GTM,BOG,1,34354,13
GTM,BOG,462,15409,95
GTM,BOG,30,30,2
GTM,BOG,10,10,0
GTM,BOG,5,5,0
GTM,BOG,38,38,4
GTM,BOG,4,4,5
GTM,BOG,5,5,0
GTM,BOG,3,3,20
GTM,BOG,1777,59,1777
GTM,BOG,164,72,99
GTM,BOG,30,34,86
GTM,BOG,369,154,66
GTM,BOG,56,18,94
GTM,BOG,4,1,83
GTM,BOG,120,109,19
GTM,BOG,43,37,51
GTM,BOG,49020,3118,61
GTM,BOG,132,55,12
GTM,BOG,779,24,105
GTM,BOG,7,18,1
GTM,BOG,493,6,40
GTM,BOG,90,19,10
GTM,BOG,8,43,1
GTM,BOG,167,66,39
GTM,BOG,13,69,13
GTM,BOG,12,78,12
GTM,BOG,222,22,222
GTM,BOG,176,76,176
GTM,BOG,353,45,38
GTM,BOG,190,32,29
GTM,BOG,2100,10500,44646945
GTM,BOG,6,16800,69039208
GTM,BOG,5,29,5
GTM,BOG,172,7,172
GTM,BOG,400,1635,2
GTM,BOG,7668,13,45776
GTM,BOG,1642,22167,91341783
GTM,BOG,18,56,6
GTM,BOG,319,93,74
GTM,BOG,8,98,1
GTM,BOG,4,72,0
GTM,BOG,1211,484,31
GTM,BOG,460,1200,1
GTM,BOG,237,1449,9
GTM,BOG,146,6,876
GTM,BOG,304,35,304
GTM,BOG,104,79,104
GTM,BOG,2,83,2
GTM,BOG,389,4,40
GTM,BOG,2587,98,333
GTM,BOG,8,97,0
GTM,BOG,572,2,88
GTM,BOG,1007,46,126
GTM,BOG,38,84,2
GTM,BOG,130,85,14
GTM,BOG,95,44,10
GTM,BOG,49,44,5
GTM,BOG,411,73,45
GTM,BOG,3805,7,722
GTM,BOG,34,88,1
GTM,BOG,932,12,219
GTM,BOG,114,114,2146
GTM,BOG,189,34,189
GTM,BOG,156,5,156
GTM,BOG,835,12,835
GTM,BOG,561,65,561
GTM,BOG,2,39215,165569259
GTM,BOG,35640,5909,11
GTM,BOG,1660,12,178
GTM,BOG,60,132,42
GTM,BOG,25,125,531511
GTM,BOG,3037,1182,16
GTM,BOG,1012,15223,96
GTM,BOG,15500,23,85
GTM,BOG,31000,47,7
GTM,BOG,1058,93,1636
GTM,BOG,20,4,1
GTM,BOG,304,68,87
GTM,BOG,6,1,34
GTM,BOG,490,105,44
GTM,BOG,2535,313,53
GTM,BOG,300,37,1
GTM,BOG,16,72,16
GTM,BOG,105,4,105
GTM,BOG,938,98,251
GTM,BOG,23,9,3
GTM,BOG,568,5,60
GTM,BOG,55,76,6
GTM,BOG,8018,31,1894
GTM,BOG,2053,1,111
GTM,BOG,2,58,0
GTM,BOG,8,32,1
GTM,BOG,58,67,13
GTM,BOG,877,49,253
GTM,BOG,19,33,19
GTM,BOG,1,64,1
GTM,BOG,210,75,210
GTM,BOG,1,11,1
GTM,BOG,3,21,3
GTM,BOG,973,223,5
GTM,BOG,226,57,99
GTM,BOG,41,10,45
GTM,BOG,452,66,35
GTM,BOG,237,44,72
GTM,BOG,22,7,86
GTM,BOG,162,45,74
GTM,BOG,36,26,57
GTM,BOG,75,21,85
GTM,BOG,78,5,53
GTM,BOG,28,1,37
GTM,BOG,102,7,59
GTM,BOG,63,42,37
GTM,BOG,144,335,17516
GTM,BOG,215,261,66
GTM,BOG,56,62,97
GTM,BOG,80,96,9
GTM,BOG,53,42,57
GTM,BOG,14,11,57
GTM,BOG,976,383,52
GTM,BOG,508,189,46
GTM,BOG,52,21,56
GTM,BOG,55,32,54
GTM,BOG,254,113,41
GTM,BOG,84,30,61
GTM,BOG,58,23,97
GTM,BOG,2239,750,65
GTM,BOG,294,58,65
GTM,BOG,28,12,87
GTM,BOG,68,20,41
GTM,BOG,17,8,24
GTM,BOG,22,2,5
GTM,BOG,30,2,7
GTM,BOG,96,19,66
GTM,BOG,70,13,98
GTM,BOG,108,3,23
GTM,BOG,8,1,27
GTM,BOG,72,9,470
GTM,BOG,10,1,9
GTM,BOG,4,0,35
GTM,BOG,70,56,28
GTM,BOG,143,82,57
GTM,BOG,92,61,21
GTM,BOG,42,6,13
GTM,BOG,16,94,3471
GTM,BOG,10000,53,87
GTM,BOG,97200,160,35
GTM,BOG,50000,40,29
GTM,BOG,300,15758,66665952
GTM,BOG,25000,54,96
GTM,BOG,50000,109,91
GTM,BOG,200,19,122
GTM,BOG,3,11,1
GTM,BOG,90,5,1800
GTM,BOG,0,1,0
GTM,BOG,37,2,37
GTM,BOG,100,0,68
GTM,BOG,0,3,0
GTM,BOG,10500,2,1120
GTM,BOG,0,4,0
GTM,BOG,2,21,36
